"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","total_cases","new_deaths","new_deaths_per_million","total_deaths_per_million"
"12250","Georgia","Asia",2022-03-14,1251778,31.45,466,1635975,15,3.769,4163.303
"12251","Georgia","Asia",2022-03-15,1252295,31.47,1716,1637691,16,4.02,4167.323
"12252","Georgia","Asia",2022-03-17,1253112,31.49,888,1639678,17,4.272,4174.107
"12253","Georgia","Asia",2022-03-18,1253527,31.5,872,1640550,18,4.523,4178.63
"12254","Georgia","Asia",2022-03-19,1253699,31.5,849,1641399,13,3.267,4181.897
"12255","Georgia","Asia",2022-03-20,1253736,31.5,475,1641874,20,5.025,4186.922
"12256","Georgia","Asia",2022-03-21,1254202,31.51,368,1642242,8,2.01,4188.932
"12257","Georgia","Asia",2022-03-22,1254665,31.53,1053,1643295,7,1.759,4190.691
"12258","Georgia","Asia",2022-03-23,1255053,31.54,817,1644112,3,0.754,4191.445
"12259","Georgia","Asia",2022-03-24,1255357,31.54,599,1644711,7,1.759,4193.204
"12260","Georgia","Asia",2022-03-25,1255632,31.55,590,1645301,10,2.513,4195.717
"12261","Georgia","Asia",2022-03-26,1255834,31.56,658,1645959,6,1.508,4197.224
"12262","Georgia","Asia",2022-03-27,1255873,31.56,357,1646316,4,1.005,4198.229
"12263","Georgia","Asia",2022-03-29,1256517,31.57,698,1647243,10,2.513,4203.757
"12264","Georgia","Asia",2022-03-30,1256781,31.58,553,1647796,9,2.261,4206.019
"12265","Georgia","Asia",2022-03-31,1257193,31.59,468,1648264,6,1.508,4207.526
"12266","Georgia","Asia",2022-04-03,1257304,31.59,217,1649222,5,1.256,4210.29
"12267","Georgia","Asia",2022-04-04,1257404,31.59,208,1649430,2,0.503,4210.793
"12268","Georgia","Asia",2022-04-05,1257448,31.6,578,1650008,3,0.754,4211.547
"12269","Georgia","Asia",2022-04-06,1257713,31.6,376,1650384,4,1.005,4212.552
"12270","Georgia","Asia",2022-04-07,1258083,31.61,324,1650708,0,0,4212.552
"12271","Georgia","Asia",2022-04-08,1258507,31.62,273,1650981,1,0.251,4212.803
"12272","Georgia","Asia",2022-04-09,1258640,31.63,341,1651322,4,1.005,4213.808
"12273","Georgia","Asia",2022-04-10,1258718,31.63,148,1651470,1,0.251,4214.059
"12274","Georgia","Asia",2022-04-11,1259212,31.64,107,1651577,6,1.508,4215.567
"12275","Georgia","Asia",2022-04-12,1259626,31.65,392,1651969,2,0.503,4216.07
"12276","Georgia","Asia",2022-04-13,1260045,31.66,266,1652235,2,0.503,4216.572
"12277","Georgia","Asia",2022-04-14,1260512,31.67,237,1652472,2,0.503,4217.075
"12278","Georgia","Asia",2022-04-17,1261067,31.69,115,1653044,3,0.754,4219.336
"12279","Georgia","Asia",2022-04-18,1261462,31.7,74,1653118,1,0.251,4219.587
"12280","Georgia","Asia",2022-04-20,1261736,31.7,232,1653692,0,0,4219.839
"12281","Georgia","Asia",2022-04-21,1262432,31.72,223,1653915,0,0,4219.839
"12282","Georgia","Asia",2022-04-28,1263117,31.74,132,1654797,3,0.754,4222.603
"12283","Georgia","Asia",2022-04-30,1263668,31.75,153,1655098,0,0,4223.105
"12284","Georgia","Asia",2022-05-02,1263764,31.75,51,1655221,1,0.251,4224.11
"12285","Georgia","Asia",2022-05-03,1264011,31.76,0,1655221,0,0,4224.11
"12286","Georgia","Asia",2022-05-06,1264740,31.78,0,1655221,0,0,4224.11
"12287","Georgia","Asia",2022-05-08,1264997,31.79,0,1655221,0,0,4224.11
"12288","Germany","Europe",2021-01-30,570011,0.68,12321,2205171,794,9.464,673.965
"12289","Germany","Europe",2021-01-31,601447,0.72,11192,2216363,399,4.756,678.721
"12290","Germany","Europe",2021-02-01,663552,0.79,5608,2221971,175,2.086,680.807
"12291","Germany","Europe",2021-02-02,730914,0.87,6114,2228085,861,10.262,691.069
"12292","Germany","Europe",2021-02-03,829405,0.99,9705,2237790,975,11.621,702.69
"12293","Germany","Europe",2021-02-04,901917,1.07,14211,2252001,786,9.368,712.058
"12294","Germany","Europe",2021-02-05,980085,1.17,12908,2264909,855,10.191,722.249
"12295","Germany","Europe",2021-02-06,1028679,1.23,10485,2275394,689,8.212,730.461
"12296","Germany","Europe",2021-02-07,1053955,1.26,8616,2284010,231,2.753,733.214
"12297","Germany","Europe",2021-02-08,1110448,1.32,4535,2288545,158,1.883,735.097
"12298","Germany","Europe",2021-02-09,1184957,1.41,3379,2291924,481,5.733,740.83
"12299","Germany","Europe",2021-02-10,1262722,1.51,8072,2299996,813,9.69,750.52
"12300","Germany","Europe",2021-02-11,1331786,1.59,10237,2310233,666,7.938,758.458
"12301","Germany","Europe",2021-02-12,1407799,1.68,9860,2320093,556,6.627,765.085
"12302","Germany","Europe",2021-02-13,1453630,1.73,8354,2328447,551,6.567,771.652
"12303","Germany","Europe",2021-02-14,1479469,1.76,6114,2334561,218,2.598,774.251
"12304","Germany","Europe",2021-02-15,1535256,1.83,4426,2338987,116,1.383,775.633
"12305","Germany","Europe",2021-02-16,1591950,1.9,3856,2342843,528,6.293,781.926
"12306","Germany","Europe",2021-02-17,1648463,1.96,7556,2350399,560,6.675,788.601
"12307","Germany","Europe",2021-02-18,1701870,2.03,10207,2360606,534,6.365,794.966
"12308","Germany","Europe",2021-02-19,1757688,2.09,9113,2369719,508,6.055,801.021
"12309","Germany","Europe",2021-02-20,1794056,2.14,9164,2378883,490,5.84,806.861
"12310","Germany","Europe",2021-02-21,1822381,2.17,7676,2386559,145,1.728,808.589
"12311","Germany","Europe",2021-02-22,1880754,2.24,4369,2390928,62,0.739,809.328
"12312","Germany","Europe",2021-02-23,1941362,2.31,3883,2394811,415,4.946,814.274
"12313","Germany","Europe",2021-02-24,2000877,2.38,8007,2402818,422,5.03,819.304
"12314","Germany","Europe",2021-02-25,2060354,2.46,11869,2414687,385,4.589,823.893
"12315","Germany","Europe",2021-02-26,2128065,2.54,9997,2424684,394,4.696,828.589
"12316","Germany","Europe",2021-02-27,2167927,2.58,9762,2434446,369,4.398,832.987
"12317","Germany","Europe",2021-02-28,2192133,2.61,7890,2442336,157,1.871,834.858
"12318","Germany","Europe",2021-03-01,2242094,2.67,4732,2447068,60,0.715,835.573
"12319","Germany","Europe",2021-03-02,2294350,2.73,3943,2451011,358,4.267,839.84
"12320","Germany","Europe",2021-03-03,2365222,2.82,9019,2460030,418,4.982,844.822
"12321","Germany","Europe",2021-03-04,2428417,2.89,11912,2471942,359,4.279,849.101
"12322","Germany","Europe",2021-03-05,2495925,2.97,10580,2482522,264,3.147,852.248
"12323","Germany","Europe",2021-03-06,2544675,3.03,9557,2492079,300,3.576,855.824
"12324","Germany","Europe",2021-03-07,2578222,3.07,8103,2500182,96,1.144,856.968
"12325","Germany","Europe",2021-03-08,2630167,3.13,5011,2505193,34,0.405,857.373
"12326","Germany","Europe",2021-03-09,2685167,3.2,4252,2509445,255,3.039,860.412
"12327","Germany","Europe",2021-03-10,2752666,3.28,9146,2518591,300,3.576,863.988
"12328","Germany","Europe",2021-03-11,2813652,3.35,14356,2532947,321,3.826,867.814
"12329","Germany","Europe",2021-03-12,2884811,3.44,12834,2545781,252,3.004,870.818
"12330","Germany","Europe",2021-03-13,2935211,3.5,12674,2558455,239,2.849,873.666
"12331","Germany","Europe",2021-03-14,2970912,3.54,10790,2569245,70,0.834,874.5
"12332","Germany","Europe",2021-03-15,3030241,3.61,6604,2575849,47,0.56,875.061
"12333","Germany","Europe",2021-03-16,3098640,3.69,5480,2581329,238,2.837,877.897
"12334","Germany","Europe",2021-03-17,3179841,3.79,13435,2594764,249,2.968,880.865
"12335","Germany","Europe",2021-03-18,3255644,3.88,17504,2612268,227,2.706,883.571
"12336","Germany","Europe",2021-03-19,3340332,3.98,17482,2629750,226,2.694,886.264
"12337","Germany","Europe",2021-03-20,3393740,4.04,16033,2645783,207,2.467,888.732
"12338","Germany","Europe",2021-03-21,3432072,4.09,13733,2659516,99,1.18,889.912
"12339","Germany","Europe",2021-03-22,3508814,4.18,7709,2667225,50,0.596,890.508
"12340","Germany","Europe",2021-03-23,3593235,4.28,7485,2674710,250,2.98,893.487
"12341","Germany","Europe",2021-03-24,3682925,4.39,15813,2690523,248,2.956,896.443
"12342","Germany","Europe",2021-03-25,3764314,4.49,22657,2713180,228,2.718,899.161
"12343","Germany","Europe",2021-03-26,3853386,4.59,21573,2734753,183,2.181,901.342
"12344","Germany","Europe",2021-03-27,3915952,4.67,20472,2755225,157,1.871,903.213
"12345","Germany","Europe",2021-03-28,3969296,4.73,17176,2772401,90,1.073,904.286
"12346","Germany","Europe",2021-03-29,4058269,4.84,9872,2782273,43,0.513,904.798
"12347","Germany","Europe",2021-03-30,4150782,4.95,9549,2791822,180,2.145,906.944
"12348","Germany","Europe",2021-03-31,4252427,5.07,17051,2808873,249,2.968,909.911
"12349","Germany","Europe",2021-04-01,4343337,5.18,24300,2833173,201,2.396,912.307
"12350","Germany","Europe",2021-04-02,4411326,5.26,21888,2855061,232,2.765,915.072
"12351","Germany","Europe",2021-04-03,4476012,5.33,18129,2873190,120,1.43,916.503
"12352","Germany","Europe",2021-04-04,4526582,5.4,12196,2885386,68,0.81,917.313
"12353","Germany","Europe",2021-04-05,4597015,5.48,8497,2893883,50,0.596,917.909
"12354","Germany","Europe",2021-04-06,4691852,5.59,6885,2900768,90,1.073,918.982
"12355","Germany","Europe",2021-04-07,4788798,5.71,9677,2910445,298,3.552,922.534
"12356","Germany","Europe",2021-04-08,4876874,5.81,20407,2930852,306,3.647,926.181
"12357","Germany","Europe",2021-04-09,4966222,5.92,25464,2956316,296,3.528,929.709
"12358","Germany","Europe",2021-04-10,5031531,6,24097,2980413,246,2.932,932.641
"12359","Germany","Europe",2021-04-11,5081970,6.06,17855,2998268,104,1.24,933.88
"12360","Germany","Europe",2021-04-12,5158831,6.15,13245,3011513,99,1.18,935.06
"12361","Germany","Europe",2021-04-13,5232790,6.24,10810,3022323,294,3.504,938.564
"12362","Germany","Europe",2021-04-14,5316698,6.34,21693,3044016,342,4.076,942.641
"12363","Germany","Europe",2021-04-15,5387364,6.42,29426,3073442,293,3.492,946.133
"12364","Germany","Europe",2021-04-16,5461993,6.51,25831,3099273,247,2.944,949.077
"12365","Germany","Europe",2021-04-17,5518657,6.58,23804,3123077,219,2.61,951.687
"12366","Germany","Europe",2021-04-18,5557760,6.62,19185,3142262,67,0.799,952.486
"12367","Germany","Europe",2021-04-19,5619721,6.7,11437,3153699,92,1.097,953.582
"12368","Germany","Europe",2021-04-20,5683436,6.77,9609,3163308,297,3.54,957.122
"12369","Germany","Europe",2021-04-21,5757826,6.86,24884,3188192,331,3.945,961.067
"12370","Germany","Europe",2021-04-22,5826040,6.94,29518,3217710,259,3.087,964.154
"12371","Germany","Europe",2021-04-23,5895893,7.03,27543,3245253,265,3.159,967.313
"12372","Germany","Europe",2021-04-24,5955133,7.1,23392,3268645,286,3.409,970.722
"12373","Germany","Europe",2021-04-25,6004466,7.16,18773,3287418,120,1.43,972.152
"12374","Germany","Europe",2021-04-26,6079402,7.25,11907,3299325,60,0.715,972.867
"12375","Germany","Europe",2021-04-27,6175745,7.36,10976,3310301,344,4.1,976.967
"12376","Germany","Europe",2021-04-28,6310005,7.52,22231,3332532,312,3.719,980.686
"12377","Germany","Europe",2021-04-29,6448407,7.69,24736,3357268,264,3.147,983.832
"12378","Germany","Europe",2021-04-30,6586940,7.85,24329,3381597,306,3.647,987.48
"12379","Germany","Europe",2021-05-01,6662760,7.94,18935,3400532,232,2.765,990.245
"12380","Germany","Europe",2021-05-02,6729724,8.02,16290,3416822,110,1.311,991.556
"12381","Germany","Europe",2021-05-03,6847772,8.16,9160,3425982,84,1.001,992.557
"12382","Germany","Europe",2021-05-04,7016906,8.36,7534,3433516,315,3.754,996.311
"12383","Germany","Europe",2021-05-05,7261243,8.65,18034,3451550,285,3.397,999.708
"12384","Germany","Europe",2021-05-06,7490683,8.93,21953,3473503,250,2.98,1002.688
"12385","Germany","Europe",2021-05-07,7729673,9.21,18485,3491988,284,3.385,1006.073
"12386","Germany","Europe",2021-05-08,7883175,9.4,15685,3507673,238,2.837,1008.91
"12387","Germany","Europe",2021-05-09,7985407,9.52,12656,3520329,127,1.514,1010.423
"12388","Germany","Europe",2021-05-10,8182225,9.75,6922,3527251,54,0.644,1011.067
"12389","Germany","Europe",2021-05-11,8487477,10.12,6125,3533376,283,3.373,1014.44
"12390","Germany","Europe",2021-05-12,8869121,10.57,14909,3548285,268,3.194,1017.634
"12391","Germany","Europe",2021-05-13,9026735,10.76,17419,3565704,278,3.313,1020.948
"12392","Germany","Europe",2021-05-14,9257107,11.03,11336,3577040,190,2.265,1023.212
"12393","Germany","Europe",2021-05-15,9420849,11.23,7894,3584934,177,2.11,1025.322
"12394","Germany","Europe",2021-05-16,9541072,11.37,8500,3593434,71,0.846,1026.168
"12395","Germany","Europe",2021-05-17,9749979,11.62,5412,3598846,64,0.763,1026.931
"12396","Germany","Europe",2021-05-18,10130674,12.07,4209,3603055,221,2.634,1029.565
"12397","Germany","Europe",2021-05-19,10709979,12.77,11040,3614095,284,3.385,1032.95
"12398","Germany","Europe",2021-05-20,11221978,13.38,12298,3626393,237,2.825,1035.775
"12399","Germany","Europe",2021-05-21,11659234,13.9,8769,3635162,226,2.694,1038.469
"12400","Germany","Europe",2021-05-22,11884407,14.16,7082,3642244,170,2.026,1040.495
"12401","Germany","Europe",2021-05-23,12042368,14.35,6714,3648958,82,0.977,1041.472
"12402","Germany","Europe",2021-05-24,12224531,14.57,2682,3651640,43,0.513,1041.985
"12403","Germany","Europe",2021-05-25,12627310,15.05,1911,3653551,33,0.393,1042.378
"12404","Germany","Europe",2021-05-26,13394810,15.97,2626,3656177,270,3.218,1045.596
"12405","Germany","Europe",2021-05-27,14040567,16.73,6313,3662490,269,3.206,1048.802
"12406","Germany","Europe",2021-05-28,14577184,17.37,7380,3669870,192,2.288,1051.091
"12407","Germany","Europe",2021-05-29,14831034,17.68,5426,3675296,163,1.943,1053.033
"12408","Germany","Europe",2021-05-30,15011201,17.89,3852,3679148,56,0.667,1053.701
"12409","Germany","Europe",2021-05-31,15394864,18.35,1978,3681126,36,0.429,1054.13
"12410","Germany","Europe",2021-06-01,16006874,19.08,1785,3682911,153,1.824,1055.954
"12411","Germany","Europe",2021-06-02,16772717,19.99,4917,3687828,179,2.133,1058.087
"12412","Germany","Europe",2021-06-03,17181443,20.48,4640,3692468,166,1.979,1060.066
"12413","Germany","Europe",2021-06-04,17696995,21.09,3165,3695633,86,1.025,1061.091
"12414","Germany","Europe",2021-06-05,18017022,21.47,2294,3697927,122,1.454,1062.545
"12415","Germany","Europe",2021-06-06,18239484,21.74,2440,3700367,74,0.882,1063.427
"12416","Germany","Europe",2021-06-07,18658852,22.24,1117,3701484,22,0.262,1063.689
"12417","Germany","Europe",2021-06-08,19436105,23.17,1204,3702688,140,1.669,1065.358
"12418","Germany","Europe",2021-06-09,20464393,24.39,3254,3705942,107,1.275,1066.633
"12419","Germany","Europe",2021-06-10,21264157,25.34,3187,3709129,94,1.12,1067.753
"12420","Germany","Europe",2021-06-11,21940284,26.15,2440,3711569,102,1.216,1068.969
"12421","Germany","Europe",2021-06-12,22245759,26.51,1911,3713480,129,1.538,1070.507
"12422","Germany","Europe",2021-06-13,22451381,26.76,1489,3714969,18,0.215,1070.721
"12423","Germany","Europe",2021-06-14,22885923,27.28,549,3715518,10,0.119,1070.84
"12424","Germany","Europe",2021-06-15,23645035,28.18,652,3716170,93,1.108,1071.949
"12425","Germany","Europe",2021-06-16,24596158,29.32,1455,3717625,137,1.633,1073.582
"12426","Germany","Europe",2021-06-17,25345599,30.21,1330,3718955,105,1.251,1074.833
"12427","Germany","Europe",2021-06-18,25970673,30.95,1076,3720031,91,1.085,1075.918
"12428","Germany","Europe",2021-06-19,26273936,31.32,1108,3721139,99,1.18,1077.098
"12429","Germany","Europe",2021-06-20,26490609,31.57,842,3721981,16,0.191,1077.288
"12430","Germany","Europe",2021-06-21,26908492,32.07,346,3722327,10,0.119,1077.408
"12431","Germany","Europe",2021-06-22,27664429,32.97,455,3722782,77,0.918,1078.325
"12432","Germany","Europe",2021-06-23,28563258,34.04,1016,3723798,51,0.608,1078.933
"12433","Germany","Europe",2021-06-24,29093703,34.68,1008,3724806,93,1.108,1080.042
"12434","Germany","Europe",2021-06-25,29619491,35.3,774,3725580,62,0.739,1080.781
"12435","Germany","Europe",2021-06-26,29891492,35.63,592,3726172,68,0.81,1081.591
"12436","Germany","Europe",2021-06-27,30085999,35.86,538,3726710,8,0.095,1081.686
"12437","Germany","Europe",2021-06-28,30467211,36.31,219,3726929,8,0.095,1081.782
"12438","Germany","Europe",2021-06-29,31049948,37.01,404,3727333,57,0.679,1082.461
"12439","Germany","Europe",2021-06-30,31676578,37.75,808,3728141,56,0.667,1083.129
"12440","Germany","Europe",2021-07-01,32188180,38.36,892,3729033,63,0.751,1083.879
"12441","Germany","Europe",2021-07-02,32645717,38.91,649,3729682,69,0.822,1084.702
"12442","Germany","Europe",2021-07-03,32875376,39.18,671,3730353,16,0.191,1084.893
"12443","Germany","Europe",2021-07-04,33044554,39.39,559,3730912,7,0.083,1084.976
"12444","Germany","Europe",2021-07-05,33383230,39.79,212,3731124,1,0.012,1084.988
"12445","Germany","Europe",2021-07-06,33933484,40.44,440,3731564,31,0.369,1085.357
"12446","Germany","Europe",2021-07-07,34658900,41.31,985,3732549,48,0.572,1085.93
"12447","Germany","Europe",2021-07-08,35260550,42.03,970,3733519,31,0.369,1086.299
"12448","Germany","Europe",2021-07-09,35783669,42.65,949,3734468,49,0.584,1086.883
"12449","Germany","Europe",2021-07-10,36027108,42.94,952,3735420,35,0.417,1087.3
"12450","Germany","Europe",2021-07-11,36187241,43.13,745,3736165,6,0.072,1087.372
"12451","Germany","Europe",2021-07-12,36505897,43.51,324,3736489,2,0.024,1087.396
"12452","Germany","Europe",2021-07-13,37141866,44.27,646,3737135,26,0.31,1087.705
"12453","Germany","Europe",2021-07-14,37982060,45.27,1548,3738683,28,0.334,1088.039
"12454","Germany","Europe",2021-07-15,38589405,45.99,1642,3740325,32,0.381,1088.421
"12455","Germany","Europe",2021-07-16,39083861,46.58,1456,3741781,18,0.215,1088.635
"12456","Germany","Europe",2021-07-17,39288894,46.83,1608,3743389,22,0.262,1088.897
"12457","Germany","Europe",2021-07-18,39409787,46.97,1292,3744681,3,0.036,1088.933
"12458","Germany","Europe",2021-07-19,39688782,47.3,546,3745227,1,0.012,1088.945
"12459","Germany","Europe",2021-07-20,40210419,47.93,1183,3746410,34,0.405,1089.35
"12460","Germany","Europe",2021-07-21,40856468,48.7,2203,3748613,19,0.226,1089.577
"12461","Germany","Europe",2021-07-22,41382864,49.32,1890,3750503,42,0.501,1090.077
"12462","Germany","Europe",2021-07-23,41815135,49.84,2089,3752592,34,0.405,1090.483
"12463","Germany","Europe",2021-07-24,41973352,50.03,1919,3754511,28,0.334,1090.816
"12464","Germany","Europe",2021-07-25,42054222,50.12,1387,3755898,4,0.048,1090.864
"12465","Germany","Europe",2021-07-26,42316471,50.44,958,3756856,3,0.036,1090.9
"12466","Germany","Europe",2021-07-27,42809747,51.02,1545,3758401,38,0.453,1091.353
"12467","Germany","Europe",2021-07-28,43420401,51.75,2768,3761169,21,0.25,1091.603
"12468","Germany","Europe",2021-07-29,43903298,52.33,3142,3764311,21,0.25,1091.853
"12469","Germany","Europe",2021-07-30,44286255,52.78,2454,3766765,30,0.358,1092.211
"12470","Germany","Europe",2021-07-31,44429457,52.95,2400,3769165,21,0.25,1092.461
"12471","Germany","Europe",2021-08-01,44505564,53.05,2097,3771262,1,0.012,1092.473
"12472","Germany","Europe",2021-08-02,44736574,53.32,847,3772109,1,0.012,1092.485
"12473","Germany","Europe",2021-08-03,45153009,53.82,1766,3773875,19,0.226,1092.711
"12474","Germany","Europe",2021-08-04,45660129,54.42,3571,3777446,25,0.298,1093.009
"12475","Germany","Europe",2021-08-05,46103363,54.95,3539,3780985,26,0.31,1093.319
"12476","Germany","Europe",2021-08-06,46451198,55.36,3448,3784433,24,0.286,1093.605
"12477","Germany","Europe",2021-08-07,46590805,55.53,3206,3787639,24,0.286,1093.891
"12478","Germany","Europe",2021-08-08,46676997,55.63,3127,3790766,4,0.048,1093.939
"12479","Germany","Europe",2021-08-09,46916608,55.92,1183,3791949,2,0.024,1093.963
"12480","Germany","Europe",2021-08-10,47301693,56.38,2480,3794429,19,0.226,1094.189
"12481","Germany","Europe",2021-08-11,47765309,56.93,4996,3799425,14,0.167,1094.356
"12482","Germany","Europe",2021-08-12,48144712,57.38,5638,3805063,17,0.203,1094.559
"12483","Germany","Europe",2021-08-13,48455869,57.75,5578,3810641,19,0.226,1094.785
"12484","Germany","Europe",2021-08-14,48598274,57.92,5644,3816285,11,0.131,1094.916
"12485","Germany","Europe",2021-08-15,48679583,58.02,4728,3821013,3,0.036,1094.952
"12486","Germany","Europe",2021-08-16,48872455,58.25,2126,3823139,4,0.048,1095
"12487","Germany","Europe",2021-08-17,49159082,58.59,3912,3827051,28,0.334,1095.334
"12488","Germany","Europe",2021-08-18,49485088,58.98,8324,3835375,22,0.262,1095.596
"12489","Germany","Europe",2021-08-19,49741837,59.29,8400,3843775,22,0.262,1095.858
"12490","Germany","Europe",2021-08-20,49947303,59.53,9280,3853055,13,0.155,1096.013
"12491","Germany","Europe",2021-08-21,50041966,59.64,8092,3861147,17,0.203,1096.216
"12492","Germany","Europe",2021-08-22,50099195,59.71,7050,3868197,3,0.036,1096.251
"12493","Germany","Europe",2021-08-23,50245117,59.89,3668,3871865,4,0.048,1096.299
"12494","Germany","Europe",2021-08-24,50448437,60.13,5747,3877612,42,0.501,1096.8
"12495","Germany","Europe",2021-08-25,50676732,60.4,11561,3889173,39,0.465,1097.264
"12496","Germany","Europe",2021-08-26,50863748,60.62,12626,3901799,21,0.25,1097.515
"12497","Germany","Europe",2021-08-27,51023539,60.81,12029,3913828,14,0.167,1097.682
"12498","Germany","Europe",2021-08-28,51104364,60.91,10303,3924131,22,0.262,1097.944
